,Player,Season,PA,AB,AVG,HardHit%,Barrel%,EV,K%,Contact%,O-Swing%,Z-Swing%,SwStr%
104,Amed Rosario,2019,655,616,0.287,0.392,0.04,89.4,0.18899999999999997,0.7759999999999999,0.381,0.718,0.11599999999999999
106,Dansby Swanson,2019,545,483,0.251,0.41600000000000004,0.077,89.9,0.228,0.743,0.27899999999999997,0.7040000000000001,0.11800000000000001
85,Asdrubal Cabrera,2019,514,447,0.26,0.353,0.057,89.1,0.2,0.812,0.28800000000000003,0.6709999999999999,0.085
120,Starlin Castro,2019,676,636,0.27,0.376,0.054000000000000006,88.5,0.16399999999999998,0.825,0.345,0.6940000000000001,0.086
121,Jose Iglesias,2019,530,504,0.288,0.233,0.021,84.1,0.132,0.86,0.467,0.6809999999999999,0.077
89,Andrew Benintendi,2019,615,541,0.266,0.377,0.071,89.1,0.228,0.773,0.32899999999999996,0.7859999999999999,0.11599999999999999
112,Jackie Bradley Jr.,2019,567,494,0.225,0.43,0.09,90.1,0.273,0.6940000000000001,0.3,0.715,0.147
127,Elvis Andrus,2019,648,600,0.275,0.35,0.031,88.4,0.14800000000000002,0.812,0.349,0.62,0.087
129,Leury Garcia,2019,618,577,0.279,0.299,0.033,88.2,0.225,0.774,0.385,0.732,0.122
12,Charlie Blackmon,2019,634,580,0.314,0.40299999999999997,0.079,88.7,0.16399999999999998,0.8170000000000001,0.33299999999999996,0.708,0.091
66,Jose Abreu,2019,693,634,0.284,0.48200000000000004,0.12,92.1,0.21899999999999997,0.772,0.373,0.6709999999999999,0.113
110,Jean Segura,2019,618,576,0.28,0.327,0.032,88.2,0.11800000000000001,0.866,0.37200000000000005,0.61,0.063
93,Wilson Ramos,2019,524,473,0.288,0.425,0.037000000000000005,90.0,0.132,0.813,0.375,0.7609999999999999,0.10099999999999999
44,Luke Voit,2019,510,429,0.263,0.41,0.132,89.7,0.278,0.667,0.266,0.7859999999999999,0.158
108,Cesar Hernandez,2019,667,612,0.279,0.28300000000000003,0.025,86.0,0.15,0.8440000000000001,0.298,0.654,0.071
133,Mallex Smith,2019,566,510,0.227,0.19899999999999998,0.022000000000000002,85.2,0.249,0.737,0.293,0.6890000000000001,0.124
67,Eloy Jimenez,2019,504,468,0.267,0.479,0.122,91.2,0.266,0.6940000000000001,0.36700000000000005,0.716,0.153
122,Miguel Rojas,2019,526,483,0.284,0.28800000000000003,0.021,87.4,0.11800000000000001,0.847,0.322,0.659,0.07200000000000001
123,Lorenzo Cain,2019,623,562,0.26,0.41200000000000003,0.040999999999999995,89.4,0.17,0.825,0.28,0.6659999999999999,0.078
75,Franmil Reyes,2019,548,494,0.249,0.51,0.145,93.3,0.285,0.654,0.34299999999999997,0.7759999999999999,0.17800000000000002
82,Daniel Vogelbach,2019,558,462,0.208,0.37799999999999995,0.098,88.8,0.267,0.746,0.22,0.522,0.086
54,Shin-Soo Choo,2019,660,563,0.265,0.489,0.08,91.9,0.25,0.72,0.22699999999999998,0.659,0.11699999999999999
91,Eddie Rosario,2019,590,562,0.276,0.35700000000000004,0.077,89.2,0.146,0.8029999999999999,0.46299999999999997,0.804,0.11699999999999999
101,Alex Gordon,2019,633,556,0.266,0.384,0.054000000000000006,88.7,0.158,0.804,0.301,0.725,0.094
124,Rougned Odor,2019,581,522,0.205,0.45399999999999996,0.136,91.1,0.306,0.731,0.331,0.6759999999999999,0.127
119,Randal Grichuk,2019,628,586,0.232,0.39799999999999996,0.087,89.3,0.26,0.743,0.364,0.706,0.129
117,Josh Reddick,2019,550,501,0.275,0.28300000000000003,0.033,86.1,0.12,0.868,0.331,0.742,0.067
125,Jurickson Profar,2019,518,459,0.218,0.305,0.062,86.7,0.145,0.815,0.29,0.6890000000000001,0.083
88,Ryan McMahon,2019,539,480,0.25,0.478,0.087,91.9,0.297,0.703,0.292,0.767,0.147
95,Dexter Fowler,2019,574,487,0.238,0.28300000000000003,0.071,85.5,0.247,0.752,0.253,0.6859999999999999,0.106
131,Yolmer Sanchez,2019,555,496,0.252,0.27,0.01,87.1,0.21100000000000002,0.7909999999999999,0.332,0.6779999999999999,0.1
83,Joey Votto,2019,608,525,0.261,0.373,0.064,88.9,0.20199999999999999,0.8240000000000001,0.21,0.6809999999999999,0.073
100,Brandon Belt,2019,616,526,0.234,0.35700000000000004,0.079,87.3,0.20600000000000002,0.7979999999999999,0.268,0.75,0.09300000000000001
94,Domingo Santana,2019,507,451,0.253,0.405,0.12,89.0,0.32299999999999995,0.6990000000000001,0.264,0.7170000000000001,0.141
128,Kevin Pillar,2019,645,611,0.259,0.308,0.047,86.4,0.138,0.8340000000000001,0.488,0.746,0.09699999999999999
132,Brandon Crawford,2019,560,500,0.228,0.35100000000000003,0.047,87.8,0.209,0.743,0.32,0.7809999999999999,0.132
126,Jason Kipnis,2019,511,458,0.245,0.341,0.052000000000000005,88.1,0.172,0.813,0.29600000000000004,0.67,0.086
96,Renato Nunez,2019,599,541,0.244,0.408,0.107,89.9,0.239,0.743,0.375,0.677,0.127
109,Colin Moran,2019,503,466,0.277,0.34299999999999997,0.065,88.2,0.233,0.772,0.39,0.759,0.122
90,Vladimir Guerrero Jr.,2019,514,464,0.272,0.387,0.07200000000000001,89.4,0.177,0.773,0.316,0.7190000000000001,0.106
102,Miguel Cabrera,2019,549,493,0.282,0.444,0.054000000000000006,90.3,0.19699999999999998,0.7809999999999999,0.368,0.688,0.109
115,Albert Pujols,2019,545,491,0.244,0.36,0.053,88.3,0.125,0.8320000000000001,0.32899999999999996,0.608,0.075
116,Adam Jones,2019,528,485,0.26,0.309,0.057,86.1,0.191,0.743,0.414,0.7290000000000001,0.139
114,Eric Hosmer,2019,667,619,0.265,0.46,0.067,90.8,0.244,0.73,0.359,0.728,0.135
130,Khris Davis,2019,533,481,0.22,0.395,0.08900000000000001,90.2,0.27399999999999997,0.674,0.307,0.8220000000000001,0.16899999999999998
134,Orlando Arcia,2019,546,494,0.223,0.308,0.038,87.9,0.2,0.775,0.33299999999999996,0.669,0.107
18,Fernando Tatis Jr.,2020,257,224,0.277,0.622,0.195,95.9,0.237,0.731,0.29600000000000004,0.715,0.126
1,Freddie Freeman,2020,262,214,0.341,0.542,0.147,92.4,0.141,0.8190000000000001,0.282,0.807,0.087
4,Jose Ramirez,2020,254,219,0.292,0.35,0.102,88.7,0.16899999999999998,0.857,0.259,0.6559999999999999,0.059000000000000004
9,Jose Abreu,2020,262,240,0.317,0.5329999999999999,0.14300000000000002,92.9,0.225,0.715,0.364,0.6809999999999999,0.138
20,Mookie Betts,2020,246,219,0.292,0.434,0.077,90.7,0.154,0.878,0.249,0.593,0.049
6,Trea Turner,2020,259,233,0.335,0.40700000000000003,0.09,90.5,0.139,0.812,0.29,0.7190000000000001,0.08800000000000001
0,Juan Soto,2020,196,154,0.351,0.516,0.175,92.1,0.14300000000000002,0.8190000000000001,0.21,0.614,0.065
19,Manny Machado,2020,254,224,0.304,0.435,0.11,90.2,0.146,0.7959999999999999,0.278,0.733,0.095
2,Marcell Ozuna,2020,267,228,0.338,0.5379999999999999,0.154,93.0,0.225,0.706,0.325,0.69,0.136
10,Mike Trout,2020,241,199,0.281,0.551,0.15,93.7,0.23199999999999998,0.8240000000000001,0.174,0.599,0.065
15,Anthony Rendon,2020,232,189,0.286,0.39899999999999997,0.063,90.1,0.134,0.867,0.20800000000000002,0.6829999999999999,0.054000000000000006
3,DJ LeMahieu,2020,216,195,0.364,0.457,0.028999999999999998,91.3,0.09699999999999999,0.899,0.289,0.634,0.045
5,Ronald Acuna Jr.,2020,202,160,0.25,0.57,0.16,92.4,0.297,0.713,0.235,0.657,0.11599999999999999
26,Tim Anderson,2020,221,208,0.322,0.358,0.10099999999999999,87.2,0.226,0.7120000000000001,0.436,0.73,0.159
23,Brandon Lowe,2020,224,193,0.269,0.431,0.175,89.8,0.259,0.6709999999999999,0.268,0.7440000000000001,0.154
21,Paul Goldschmidt,2020,231,191,0.304,0.40700000000000003,0.107,89.2,0.18600000000000003,0.795,0.253,0.626,0.083
49,Trent Grisham,2020,252,215,0.251,0.41600000000000004,0.11,88.3,0.254,0.7879999999999999,0.204,0.605,0.08
52,Dansby Swanson,2020,264,237,0.274,0.40700000000000003,0.114,89.0,0.26899999999999996,0.706,0.285,0.723,0.139
16,Corey Seager,2020,232,212,0.307,0.5539999999999999,0.158,93.2,0.159,0.76,0.33799999999999997,0.848,0.134
12,Michael Conforto,2020,233,202,0.322,0.366,0.11,88.4,0.245,0.76,0.27699999999999997,0.6859999999999999,0.106
30,Trevor Story,2020,259,235,0.289,0.413,0.087,89.9,0.243,0.768,0.306,0.677,0.106
77,Cesar Hernandez,2020,261,233,0.283,0.371,0.039,89.1,0.218,0.818,0.257,0.645,0.077
8,Nelson Cruz,2020,214,185,0.303,0.465,0.15,91.6,0.271,0.68,0.33799999999999997,0.696,0.152
11,Mike Yastrzemski,2020,225,192,0.297,0.423,0.109,88.2,0.244,0.765,0.23399999999999999,0.597,0.091
14,Wil Myers,2020,218,198,0.288,0.45799999999999996,0.14800000000000002,91.0,0.257,0.741,0.258,0.65,0.10800000000000001
31,Ian Happ,2020,231,198,0.258,0.478,0.10300000000000001,91.1,0.273,0.665,0.27,0.664,0.146
50,Kyle Lewis,2020,242,206,0.262,0.34299999999999997,0.11699999999999999,88.3,0.293,0.6559999999999999,0.265,0.659,0.149
13,Bryce Harper,2020,244,190,0.268,0.507,0.17300000000000001,92.5,0.17600000000000002,0.726,0.311,0.75,0.125
25,George Springer,2020,222,189,0.265,0.419,0.12300000000000001,88.7,0.171,0.767,0.275,0.773,0.111
27,Jeimer Candelario,2020,206,185,0.297,0.47100000000000003,0.10300000000000001,90.2,0.23800000000000002,0.746,0.299,0.693,0.114
37,Alex Verdugo,2020,221,201,0.308,0.344,0.064,87.0,0.204,0.835,0.29,0.61,0.07
93,Francisco Lindor,2020,266,236,0.258,0.41100000000000003,0.055999999999999994,89.9,0.154,0.8079999999999999,0.34299999999999997,0.716,0.09300000000000001
51,Kyle Tucker,2020,228,209,0.268,0.439,0.091,91.1,0.20199999999999999,0.795,0.313,0.782,0.10300000000000001
73,Kyle Seager,2020,248,203,0.241,0.39799999999999996,0.102,89.1,0.133,0.799,0.239,0.638,0.081
22,Brandon Nimmo,2020,225,186,0.28,0.322,0.077,87.2,0.191,0.789,0.213,0.682,0.087
54,Brian Anderson,2020,229,200,0.255,0.39299999999999996,0.096,87.4,0.28800000000000003,0.6829999999999999,0.325,0.746,0.155
24,Teoscar Hernandez,2020,207,190,0.289,0.527,0.17800000000000002,93.3,0.304,0.662,0.34299999999999997,0.637,0.157
28,Eloy Jimenez,2020,226,213,0.296,0.557,0.165,92.4,0.248,0.728,0.41100000000000003,0.764,0.14800000000000002
32,Xander Bogaerts,2020,225,203,0.3,0.368,0.086,89.0,0.182,0.789,0.278,0.657,0.092
35,Kole Calhoun,2020,228,190,0.226,0.382,0.11800000000000001,89.4,0.21899999999999997,0.682,0.275,0.746,0.149
34,Chris Taylor,2020,214,185,0.27,0.45,0.115,88.0,0.257,0.7140000000000001,0.213,0.762,0.127
38,J.T. Realmuto,2020,195,173,0.266,0.424,0.136,90.2,0.24600000000000002,0.732,0.281,0.698,0.121
41,Jake Cronenworth,2020,192,172,0.285,0.42700000000000005,0.105,89.8,0.156,0.853,0.22399999999999998,0.597,0.057999999999999996
47,Robbie Grossman,2020,192,166,0.241,0.375,0.055,89.0,0.198,0.831,0.259,0.669,0.073
44,Jackie Bradley Jr.,2020,217,191,0.283,0.361,0.076,88.3,0.221,0.764,0.273,0.6940000000000001,0.106
45,Mark Canha,2020,243,191,0.246,0.387,0.077,89.7,0.222,0.79,0.21600000000000003,0.603,0.08
79,Brandon Crawford,2020,193,172,0.256,0.39399999999999996,0.094,88.7,0.244,0.7140000000000001,0.35600000000000004,0.79,0.156
70,Yasmani Grandal,2020,194,161,0.23,0.429,0.076,90.3,0.299,0.708,0.23199999999999998,0.506,0.099
76,Willson Contreras,2020,225,189,0.243,0.47,0.10400000000000001,89.8,0.253,0.68,0.344,0.684,0.153
96,Nick Ahmed,2020,217,199,0.266,0.33299999999999996,0.052000000000000005,87.7,0.212,0.7490000000000001,0.318,0.723,0.12
17,Luke Voit,2020,234,213,0.277,0.4,0.131,88.9,0.231,0.745,0.33299999999999996,0.812,0.133
88,Whit Merrifield,2020,265,248,0.282,0.273,0.051,86.1,0.125,0.855,0.324,0.722,0.071
7,Dominic Smith,2020,199,177,0.316,0.467,0.133,89.8,0.226,0.7609999999999999,0.371,0.731,0.124
61,Christian Vazquez,2020,189,173,0.283,0.4,0.046,88.4,0.228,0.7929999999999999,0.33799999999999997,0.66,0.099
74,Cody Bellinger,2020,243,213,0.239,0.415,0.094,89.3,0.17300000000000001,0.789,0.299,0.721,0.1
115,Adalberto Mondesi,2020,233,219,0.256,0.391,0.073,90.6,0.3,0.627,0.375,0.78,0.201
59,Willy Adames,2020,205,185,0.259,0.396,0.099,88.8,0.361,0.639,0.292,0.7090000000000001,0.16699999999999998
48,David Fletcher,2020,230,207,0.319,0.17800000000000002,0.005,84.7,0.109,0.92,0.27,0.493,0.03
120,J.P. Crawford,2020,232,204,0.255,0.311,0.018000000000000002,85.8,0.168,0.83,0.24600000000000002,0.609,0.07
39,Jeff McNeil,2020,209,183,0.311,0.265,0.025,86.6,0.115,0.838,0.385,0.84,0.092
42,Cavan Biggio,2020,265,220,0.25,0.306,0.05,87.4,0.23,0.7829999999999999,0.163,0.62,0.078
78,Jurickson Profar,2020,202,180,0.278,0.27699999999999997,0.032,87.2,0.139,0.8109999999999999,0.315,0.6729999999999999,0.08800000000000001
82,Starling Marte,2020,250,228,0.281,0.303,0.064,87.1,0.16399999999999998,0.763,0.38,0.732,0.12300000000000001
101,Luis Robert,2020,227,202,0.233,0.39799999999999996,0.128,87.9,0.322,0.614,0.431,0.8220000000000001,0.221
107,Carlos Correa,2020,221,201,0.264,0.418,0.059000000000000004,88.6,0.222,0.792,0.33899999999999997,0.685,0.098
116,Kolten Wong,2020,208,181,0.265,0.266,0.006,86.5,0.14400000000000002,0.8540000000000001,0.273,0.659,0.062
36,Michael Brantley,2020,187,170,0.3,0.366,0.049,88.7,0.15,0.861,0.252,0.594,0.055
43,Tommy La Stella,2020,228,196,0.281,0.28300000000000003,0.048,88.0,0.053,0.902,0.252,0.5479999999999999,0.037000000000000005
46,Aaron Hicks,2020,211,169,0.225,0.382,0.069,88.2,0.18,0.7290000000000001,0.19899999999999998,0.6759999999999999,0.107
85,Eugenio Suarez,2020,231,198,0.202,0.439,0.14400000000000002,89.1,0.29,0.7070000000000001,0.26899999999999996,0.657,0.122
87,Maikel Franco,2020,243,223,0.278,0.386,0.057999999999999996,86.7,0.156,0.764,0.342,0.74,0.11800000000000001
84,Jean Segura,2020,217,192,0.266,0.385,0.061,87.7,0.207,0.7809999999999999,0.341,0.644,0.10099999999999999
89,Max Kepler,2020,196,171,0.228,0.382,0.051,88.5,0.184,0.8140000000000001,0.27399999999999997,0.688,0.083
105,Yoan Moncada,2020,231,200,0.225,0.331,0.062,87.8,0.312,0.726,0.29,0.654,0.11699999999999999
29,Lourdes Gurriel Jr.,2020,224,208,0.308,0.494,0.11699999999999999,90.8,0.214,0.7559999999999999,0.358,0.72,0.125
57,Wilmer Flores,2020,213,198,0.268,0.344,0.061,87.9,0.16899999999999998,0.843,0.33,0.6990000000000001,0.075
64,Kevin Pillar,2020,223,208,0.288,0.365,0.054000000000000006,87.1,0.184,0.758,0.41100000000000003,0.664,0.125
104,Ramon Laureano,2020,222,183,0.213,0.344,0.094,87.7,0.261,0.778,0.27,0.584,0.08900000000000001
121,Tommy Edman,2020,227,204,0.25,0.335,0.038,86.5,0.21100000000000002,0.82,0.292,0.612,0.076
125,Joey Gallo,2020,226,193,0.181,0.439,0.14,91.2,0.35,0.635,0.22699999999999998,0.698,0.159
33,A.J. Pollock,2020,210,196,0.276,0.431,0.105,89.6,0.214,0.787,0.337,0.665,0.102
40,Donovan Solano,2020,203,190,0.326,0.349,0.046,88.5,0.192,0.804,0.387,0.711,0.102
80,Randal Grichuk,2020,231,216,0.273,0.396,0.11199999999999999,88.9,0.212,0.7829999999999999,0.373,0.726,0.11199999999999999
83,Eddie Rosario,2020,231,210,0.257,0.354,0.062,87.5,0.147,0.792,0.426,0.69,0.107
81,David Peralta,2020,218,203,0.3,0.363,0.05,89.2,0.20600000000000002,0.794,0.306,0.6729999999999999,0.096
92,Anthony Rizzo,2020,243,203,0.222,0.34700000000000003,0.078,87.7,0.156,0.825,0.33299999999999996,0.569,0.07400000000000001
111,Isiah Kiner-Falefa,2020,228,211,0.28,0.311,0.022000000000000002,87.2,0.14,0.863,0.302,0.667,0.065
55,Didi Gregorius,2020,237,215,0.284,0.27899999999999997,0.042,83.8,0.11800000000000001,0.82,0.371,0.745,0.095
75,Rafael Devers,2020,248,232,0.263,0.436,0.121,93.0,0.27,0.705,0.423,0.7509999999999999,0.161
69,Christian Walker,2020,243,218,0.271,0.485,0.064,90.4,0.20600000000000002,0.745,0.355,0.752,0.132
98,Miguel Sano,2020,205,186,0.204,0.573,0.22899999999999998,95.2,0.439,0.596,0.31,0.737,0.191
109,Evan Longoria,2020,209,193,0.254,0.452,0.115,91.7,0.187,0.8009999999999999,0.297,0.65,0.08900000000000001
127,Adam Frazier,2020,230,209,0.23,0.251,0.04,85.5,0.152,0.8490000000000001,0.275,0.71,0.069
53,Adam Duvall,2020,209,190,0.237,0.401,0.139,88.1,0.258,0.7440000000000001,0.35100000000000003,0.6779999999999999,0.125
65,Franmil Reyes,2020,241,211,0.275,0.449,0.129,92.4,0.28600000000000003,0.639,0.311,0.6970000000000001,0.166
62,Christian Yelich,2020,247,200,0.205,0.556,0.121,94.0,0.308,0.682,0.203,0.601,0.11
108,Nolan Arenado,2020,201,182,0.253,0.337,0.054000000000000006,87.8,0.1,0.8420000000000001,0.35100000000000003,0.67,0.076
91,Hunter Dozier,2020,186,158,0.228,0.309,0.08199999999999999,86.4,0.258,0.7070000000000001,0.27399999999999997,0.659,0.12300000000000001
97,Orlando Arcia,2020,189,173,0.26,0.387,0.055999999999999994,89.0,0.16899999999999998,0.7979999999999999,0.28600000000000003,0.71,0.094
99,Carlos Santana,2020,255,206,0.199,0.366,0.067,88.0,0.16899999999999998,0.81,0.18899999999999997,0.626,0.069
66,Colin Moran,2020,200,178,0.247,0.47200000000000003,0.134,91.9,0.26,0.7490000000000001,0.387,0.685,0.125
71,Raimel Tapia,2020,206,184,0.321,0.29600000000000004,0.02,85.3,0.184,0.8340000000000001,0.32299999999999995,0.7340000000000001,0.083
102,Matt Olson,2020,245,210,0.195,0.45899999999999996,0.128,92.3,0.314,0.6809999999999999,0.235,0.6920000000000001,0.136
129,Jorge Polanco,2020,226,209,0.258,0.32799999999999996,0.027999999999999997,86.6,0.155,0.845,0.276,0.653,0.068
135,Marwin Gonzalez,2020,199,175,0.211,0.384,0.051,89.2,0.20600000000000002,0.799,0.3,0.613,0.086
103,Ketel Marte,2020,195,181,0.287,0.405,0.037000000000000005,89.2,0.10800000000000001,0.875,0.33299999999999996,0.608,0.055999999999999994
112,Victor Reyes,2020,213,202,0.277,0.414,0.038,90.0,0.21100000000000002,0.7440000000000001,0.43799999999999994,0.6940000000000001,0.138
126,Avisail Garcia,2020,207,181,0.238,0.371,0.038,87.4,0.237,0.6759999999999999,0.38799999999999996,0.787,0.177
140,Javier Baez,2020,235,222,0.203,0.40299999999999997,0.081,89.4,0.319,0.638,0.406,0.73,0.191
67,Charlie Blackmon,2020,247,221,0.303,0.297,0.049,86.9,0.17800000000000002,0.79,0.337,0.7070000000000001,0.105
56,Joey Votto,2020,223,186,0.226,0.35700000000000004,0.091,87.4,0.193,0.799,0.195,0.6,0.073
118,Keston Hiura,2020,246,217,0.212,0.396,0.142,87.4,0.34600000000000003,0.593,0.35,0.721,0.204
122,Hanser Alberto,2020,231,219,0.283,0.20199999999999999,0.01,82.3,0.13,0.855,0.54,0.731,0.08900000000000001
86,Nick Castellanos,2020,242,218,0.225,0.46,0.16,91.0,0.285,0.6779999999999999,0.382,0.7490000000000001,0.16699999999999998
68,J.D. Davis,2020,229,190,0.247,0.452,0.08900000000000001,90.1,0.245,0.721,0.263,0.696,0.125
94,Miguel Cabrera,2020,231,204,0.25,0.49700000000000005,0.09699999999999999,93.2,0.221,0.7040000000000001,0.32299999999999995,0.728,0.141
119,Rio Ruiz,2020,204,185,0.222,0.39,0.085,87.9,0.225,0.759,0.318,0.772,0.126
113,Kyle Schwarber,2020,224,191,0.188,0.47200000000000003,0.11199999999999999,92.8,0.295,0.737,0.298,0.626,0.11199999999999999
63,Pete Alonso,2020,239,208,0.231,0.405,0.128,90.2,0.255,0.715,0.33399999999999996,0.667,0.131
60,Renato Nunez,2020,216,195,0.256,0.364,0.121,86.3,0.29600000000000004,0.725,0.424,0.67,0.14300000000000002
72,Vladimir Guerrero Jr.,2020,243,221,0.262,0.508,0.087,92.5,0.156,0.763,0.27399999999999997,0.774,0.114
95,Asdrubal Cabrera,2020,213,190,0.242,0.38299999999999995,0.065,89.5,0.188,0.805,0.325,0.6659999999999999,0.09
100,Max Muncy,2020,248,203,0.192,0.4,0.124,88.5,0.242,0.7440000000000001,0.183,0.625,0.094
110,Ryan McMahon,2020,193,172,0.215,0.43,0.11199999999999999,90.1,0.342,0.688,0.292,0.7020000000000001,0.146
106,Corey Dickerson,2020,210,194,0.258,0.306,0.055999999999999994,85.7,0.16699999999999998,0.765,0.365,0.743,0.125
123,Marcus Semien,2020,236,211,0.223,0.28600000000000003,0.05,86.2,0.212,0.7879999999999999,0.243,0.705,0.09300000000000001
137,Erik Gonzalez,2020,193,181,0.227,0.44,0.067,88.5,0.264,0.7,0.39,0.743,0.16
141,Nicky Lopez,2020,192,169,0.201,0.267,0.015,84.9,0.214,0.807,0.281,0.66,0.085
58,Jesus Aguilar,2020,216,188,0.277,0.375,0.07200000000000001,89.3,0.185,0.799,0.36,0.636,0.095
138,Evan White,2020,202,182,0.176,0.525,0.141,91.7,0.41600000000000004,0.65,0.284,0.635,0.153
114,Austin Riley,2020,206,188,0.239,0.429,0.1,91.0,0.23800000000000002,0.725,0.371,0.7959999999999999,0.149
131,Yuli Gurriel,2020,230,211,0.232,0.354,0.037000000000000005,89.3,0.11699999999999999,0.862,0.37799999999999995,0.659,0.067
133,Bryan Reynolds,2020,208,185,0.189,0.38,0.10099999999999999,87.5,0.27399999999999997,0.7509999999999999,0.313,0.7020000000000001,0.11599999999999999
132,Jose Altuve,2020,210,192,0.219,0.33299999999999996,0.046,86.7,0.18600000000000003,0.802,0.382,0.684,0.098
90,Andrew McCutchen,2020,241,217,0.253,0.41200000000000003,0.08199999999999999,89.7,0.19899999999999998,0.8079999999999999,0.249,0.612,0.078
134,Victor Robles,2020,189,168,0.22,0.22,0.017,82.2,0.28,0.7390000000000001,0.342,0.7070000000000001,0.128
124,Nick Solak,2020,233,209,0.268,0.40399999999999997,0.047,89.9,0.18,0.821,0.292,0.635,0.078
130,Josh Bell,2020,223,195,0.226,0.429,0.086,91.7,0.265,0.693,0.305,0.7190000000000001,0.141
139,Eduardo Escobar,2020,222,203,0.212,0.317,0.055,88.6,0.185,0.7959999999999999,0.369,0.722,0.105
117,Josh Reddick,2020,210,188,0.245,0.29100000000000004,0.047,85.9,0.2,0.7909999999999999,0.28300000000000003,0.6990000000000001,0.09699999999999999
128,J.D. Martinez,2020,237,211,0.213,0.41600000000000004,0.11,89.5,0.249,0.736,0.342,0.772,0.13699999999999998
136,Jonathan Villar,2020,207,185,0.232,0.35100000000000003,0.015,86.6,0.261,0.7090000000000001,0.368,0.741,0.149
3,Fernando Tatis Jr.,2021,546,478,0.282,0.556,0.213,93.9,0.28,0.672,0.33299999999999996,0.8059999999999999,0.168
1,Juan Soto,2021,654,502,0.313,0.524,0.133,93.0,0.142,0.821,0.151,0.628,0.063
8,Trea Turner,2021,646,595,0.328,0.46,0.07400000000000001,89.6,0.17,0.792,0.307,0.736,0.102
0,Bryce Harper,2021,599,488,0.309,0.49200000000000005,0.18100000000000002,92.5,0.22399999999999998,0.695,0.294,0.745,0.14400000000000002
20,Jose Ramirez,2021,636,552,0.266,0.423,0.111,90.0,0.13699999999999998,0.868,0.275,0.657,0.055999999999999994
2,Vladimir Guerrero Jr.,2021,698,604,0.311,0.552,0.151,95.1,0.158,0.7390000000000001,0.28300000000000003,0.7609999999999999,0.124
17,Brandon Crawford,2021,549,483,0.298,0.431,0.115,88.8,0.191,0.725,0.321,0.795,0.142
26,Marcus Semien,2021,724,652,0.265,0.413,0.098,89.7,0.20199999999999999,0.8059999999999999,0.258,0.716,0.087
30,Carlos Correa,2021,640,555,0.279,0.425,0.094,90.2,0.18100000000000002,0.805,0.27,0.628,0.08199999999999999
9,Bryan Reynolds,2021,646,559,0.302,0.408,0.10400000000000001,89.4,0.184,0.778,0.284,0.782,0.10800000000000001
83,Nicky Lopez,2021,565,497,0.3,0.265,0.006999999999999999,86.8,0.131,0.865,0.282,0.643,0.06
21,Cedric Mullins II,2021,675,602,0.291,0.391,0.081,89.4,0.185,0.8170000000000001,0.3,0.645,0.08199999999999999
10,Tyler O'Neill,2021,537,482,0.286,0.522,0.179,93.0,0.313,0.675,0.321,0.7509999999999999,0.162
7,Aaron Judge,2021,633,550,0.287,0.579,0.17600000000000002,95.8,0.25,0.7340000000000001,0.27,0.675,0.113
28,Starling Marte,2021,526,467,0.31,0.39399999999999996,0.084,87.6,0.188,0.779,0.342,0.7120000000000001,0.10800000000000001
38,Jose Altuve,2021,678,601,0.278,0.344,0.064,87.7,0.134,0.852,0.34700000000000003,0.667,0.07
18,Paul Goldschmidt,2021,679,603,0.294,0.502,0.136,92.6,0.2,0.7759999999999999,0.281,0.6609999999999999,0.099
41,Bo Bichette,2021,690,640,0.298,0.475,0.099,91.4,0.19899999999999998,0.8,0.425,0.8079999999999999,0.11599999999999999
4,Shohei Ohtani,2021,639,537,0.257,0.534,0.223,93.6,0.29600000000000004,0.672,0.301,0.72,0.15
16,Matt Olson,2021,673,565,0.271,0.484,0.127,91.6,0.168,0.7859999999999999,0.28300000000000003,0.738,0.10099999999999999
14,Freddie Freeman,2021,695,600,0.3,0.457,0.115,91.4,0.154,0.809,0.297,0.807,0.09699999999999999
31,Brandon Lowe,2021,615,535,0.247,0.431,0.14,89.3,0.272,0.6920000000000001,0.33799999999999997,0.794,0.161
15,Max Muncy,2021,592,497,0.249,0.46299999999999997,0.161,91.2,0.203,0.78,0.191,0.622,0.083
12,Kyle Tucker,2021,567,506,0.294,0.47,0.11599999999999999,91.4,0.159,0.82,0.308,0.826,0.094
13,Austin Riley,2021,662,590,0.303,0.456,0.133,90.1,0.254,0.7390000000000001,0.34600000000000003,0.746,0.131
54,Tim Anderson,2021,551,527,0.309,0.418,0.078,89.7,0.21600000000000003,0.76,0.405,0.8190000000000001,0.139
72,J.T. Realmuto,2021,537,476,0.263,0.447,0.086,89.6,0.24,0.754,0.331,0.723,0.122
24,Teoscar Hernandez,2021,595,550,0.296,0.488,0.139,91.8,0.249,0.703,0.34299999999999997,0.77,0.154
25,Xander Bogaerts,2021,603,529,0.295,0.43,0.09699999999999999,89.6,0.187,0.7959999999999999,0.341,0.634,0.09300000000000001
36,Justin Turner,2021,612,533,0.278,0.42200000000000004,0.079,90.9,0.16,0.84,0.28,0.684,0.071
102,Francisco Lindor,2021,524,452,0.23,0.441,0.08199999999999999,90.7,0.183,0.775,0.299,0.722,0.106
19,Rafael Devers,2021,664,591,0.279,0.515,0.15,92.9,0.215,0.741,0.361,0.797,0.138
45,Manny Machado,2021,640,564,0.278,0.52,0.133,93.1,0.159,0.79,0.32899999999999996,0.71,0.10099999999999999
